policy_id,customer_id,agent_id,product_id,product_type,start_date,end_date,premium_amount,term_months,status
POL-0262,CUST-0182,AGT-0008,PROD-002,Health,2024-06-28,2027-06-13,42721.73,36,active
POL-0263,CUST-0238,AGT-0004,PROD-003,Property,2025-03-21,2028-03-05,39159.36,36,active
POL-0264,CUST-0257,AGT-0004,PROD-004,Life,2026-04-01,2027-03-27,57777.57,12,active
POL-0265,CUST-0071,AGT-0007,PROD-004,Life,2024-11-29,2027-11-14,53048.58,36,active
POL-0266,CUST-0042,AGT-0016,PROD-003,Property,2025-04-01,2030-03-06,24309.57,60,active
POL-0267,CUST-0003,AGT-0015,PROD-003,Property,2024-08-17,2026-08-07,35371.91,24,active
POL-0268,CUST-0251,AGT-0003,PROD-003,Property,2025-10-23,2027-10-13,52458.13,24,active
POL-0269,CUST-0220,AGT-0016,PROD-002,Health,2024-09-03,2029-08-08,41674.38,60,lapsed
POL-0270,CUST-0008,AGT-0011,PROD-004,Life,2026-05-21,2027-05-16,62702.61,12,active
POL-0271,CUST-0116,AGT-0012,PROD-002,Health,2026-05-07,2027-05-02,41334.35,12,active
POL-0272,CUST-0086,AGT-0003,PROD-003,Property,2026-01-13,2027-01-08,39930.78,12,active
POL-0273,CUST-0223,AGT-0005,PROD-001,Motor,2025-07-24,2028-07-08,24869.27,36,active
POL-0274,CUST-0207,AGT-0001,PROD-003,Property,2025-01-09,2027-12-25,63757.51,36,active
POL-0275,CUST-0259,AGT-0006,PROD-002,Health,2025-10-08,2027-09-28,20559.51,24,active
POL-0276,CUST-0131,AGT-0018,PROD-001,Motor,2025-05-15,2026-05-10,21882.12,12,lapsed
POL-0277,CUST-0011,AGT-0002,PROD-001,Motor,2024-09-24,2025-09-19,32492.89,12,lapsed
POL-0278,CUST-0243,AGT-0005,PROD-001,Motor,2025-03-25,2030-02-27,22069.39,60,active
POL-0279,CUST-0052,AGT-0017,PROD-002,Health,2024-06-13,2025-06-08,25055.82,12,lapsed
POL-0280,CUST-0262,AGT-0020,PROD-003,Property,2024-08-26,2026-08-16,42223.67,24,active
POL-0281,CUST-0102,AGT-0020,PROD-001,Motor,2025-08-09,2026-08-04,37036.12,12,lapsed
POL-0282,CUST-0152,AGT-0006,PROD-002,Health,2025-08-29,2027-08-19,27896.09,24,lapsed
POL-0283,CUST-0170,AGT-0008,PROD-001,Motor,2024-11-10,2029-10-15,41683.2,60,lapsed
POL-0284,CUST-0077,AGT-0003,PROD-001,Motor,2026-05-12,2027-05-07,41554.56,12,lapsed
POL-0285,CUST-0152,AGT-0009,PROD-001,Motor,2026-02-11,2029-01-26,31840.46,36,lapsed
POL-0286,CUST-0149,AGT-0012,PROD-004,Life,2026-04-04,2027-03-30,85054.27,12,active
POL-0287,CUST-0005,AGT-0005,PROD-003,Property,2025-03-15,2026-03-10,21174.9,12,expired
POL-0288,CUST-0048,AGT-0012,PROD-002,Health,2025-06-23,2028-06-07,54726.38,36,active
POL-0289,CUST-0140,AGT-0013,PROD-003,Property,2025-11-19,2026-11-14,41050.54,12,lapsed
POL-0290,CUST-0082,AGT-0004,PROD-004,Life,2025-03-20,2027-03-10,29044.52,24,active
POL-0291,CUST-0093,AGT-0020,PROD-004,Life,2024-09-28,2029-09-02,84181.18,60,lapsed
POL-0292,CUST-0067,AGT-0016,PROD-004,Life,2025-05-23,2026-05-18,89006.06,12,lapsed
POL-0293,CUST-0134,AGT-0011,PROD-004,Life,2026-01-30,2031-01-04,55255.03,60,active
POL-0294,CUST-0174,AGT-0017,PROD-001,Motor,2024-06-03,2026-05-24,44182.14,24,lapsed
POL-0295,CUST-0077,AGT-0018,PROD-001,Motor,2025-03-08,2027-02-26,25831.4,24,lapsed
POL-0296,CUST-0254,AGT-0006,PROD-001,Motor,2026-05-14,2028-05-03,26706.0,24,lapsed
POL-0297,CUST-0026,AGT-0017,PROD-001,Motor,2025-01-07,2027-12-23,16913.0,36,active
POL-0298,CUST-0041,AGT-0015,PROD-002,Health,2024-11-08,2029-10-13,30163.85,60,active
POL-0299,CUST-0229,AGT-0011,PROD-004,Life,2024-10-16,2029-09-20,27041.59,60,lapsed
POL-0300,CUST-0019,AGT-0018,PROD-001,Motor,2025-01-01,2025-12-27,11797.8,12,renewed
POL-0301,CUST-0234,AGT-0011,PROD-001,Motor,2026-02-21,2029-02-05,40934.1,36,active
POL-0302,CUST-0287,AGT-0020,PROD-003,Property,2026-03-31,2028-03-20,69880.63,24,active
POL-0303,CUST-0050,AGT-0008,PROD-004,Life,2024-07-22,2027-07-07,77273.08,36,active
POL-0304,CUST-0281,AGT-0017,PROD-001,Motor,2025-06-10,2028-05-25,38705.7,36,active
POL-0305,CUST-0253,AGT-0005,PROD-003,Property,2024-06-06,2025-06-01,17975.58,12,expired
POL-0306,CUST-0062,AGT-0013,PROD-004,Life,2026-02-05,2029-01-20,68868.14,36,active
POL-0307,CUST-0213,AGT-0002,PROD-002,Health,2025-02-11,2027-02-01,45839.4,24,active
POL-0308,CUST-0256,AGT-0001,PROD-001,Motor,2025-02-18,2030-01-23,32362.9,60,active
POL-0309,CUST-0261,AGT-0006,PROD-001,Motor,2024-11-05,2029-10-10,39036.2,60,lapsed
POL-0310,CUST-0259,AGT-0013,PROD-002,Health,2026-01-14,2027-01-09,29370.28,12,active
POL-0311,CUST-0151,AGT-0015,PROD-004,Life,2024-09-09,2026-08-30,41887.67,24,active
POL-0312,CUST-0281,AGT-0011,PROD-002,Health,2026-01-04,2030-12-09,40126.22,60,active
POL-0313,CUST-0177,AGT-0005,PROD-002,Health,2025-11-01,2027-10-22,41208.38,24,active
POL-0314,CUST-0288,AGT-0016,PROD-002,Health,2024-12-26,2027-12-11,45517.64,36,active
POL-0315,CUST-0007,AGT-0017,PROD-004,Life,2024-07-04,2027-06-19,90198.18,36,lapsed
POL-0316,CUST-0103,AGT-0009,PROD-001,Motor,2026-04-30,2031-04-04,13377.09,60,active
POL-0317,CUST-0152,AGT-0007,PROD-002,Health,2025-08-05,2028-07-20,17321.42,36,active
POL-0318,CUST-0288,AGT-0013,PROD-001,Motor,2025-05-23,2030-04-27,11791.76,60,active
POL-0319,CUST-0196,AGT-0013,PROD-002,Health,2024-12-18,2027-12-03,44646.8,36,active
POL-0320,CUST-0007,AGT-0009,PROD-004,Life,2024-06-23,2027-06-08,97266.66,36,active
POL-0321,CUST-0280,AGT-0020,PROD-002,Health,2024-08-28,2029-08-02,51499.17,60,active
POL-0322,CUST-0096,AGT-0006,PROD-002,Health,2025-11-08,2028-10-23,32440.75,36,active
POL-0323,CUST-0136,AGT-0005,PROD-001,Motor,2025-05-04,2026-04-29,23854.79,12,lapsed
POL-0324,CUST-0080,AGT-0002,PROD-002,Health,2024-10-04,2027-09-19,10282.26,36,lapsed
POL-0325,CUST-0252,AGT-0019,PROD-002,Health,2025-06-29,2026-06-24,48683.05,12,active
POL-0326,CUST-0267,AGT-0003,PROD-003,Property,2026-03-12,2029-02-24,49150.68,36,active
POL-0327,CUST-0110,AGT-0011,PROD-002,Health,2025-03-26,2030-02-28,14597.28,60,active
POL-0328,CUST-0288,AGT-0001,PROD-003,Property,2025-05-21,2028-05-05,29198.94,36,lapsed
POL-0329,CUST-0021,AGT-0011,PROD-001,Motor,2024-07-10,2027-06-25,24489.69,36,active
POL-0330,CUST-0013,AGT-0017,PROD-004,Life,2026-01-29,2031-01-03,40527.24,60,active
POL-0331,CUST-0099,AGT-0011,PROD-003,Property,2024-12-15,2029-11-19,46642.31,60,active
POL-0332,CUST-0034,AGT-0007,PROD-001,Motor,2026-02-16,2028-02-06,43950.26,24,active
POL-0333,CUST-0276,AGT-0014,PROD-002,Health,2024-06-23,2029-05-28,51783.25,60,active
POL-0334,CUST-0020,AGT-0003,PROD-001,Motor,2024-06-22,2026-06-12,8878.86,24,active
POL-0335,CUST-0295,AGT-0008,PROD-001,Motor,2026-03-31,2028-03-20,37385.95,24,active
POL-0336,CUST-0222,AGT-0011,PROD-003,Property,2025-04-03,2030-03-08,44323.17,60,lapsed
POL-0337,CUST-0033,AGT-0019,PROD-001,Motor,2025-04-22,2026-04-17,27788.87,12,lapsed
POL-0338,CUST-0055,AGT-0010,PROD-001,Motor,2024-06-07,2025-06-02,21234.91,12,lapsed
POL-0339,CUST-0196,AGT-0013,PROD-003,Property,2024-09-11,2025-09-06,33298.63,12,renewed
POL-0340,CUST-0201,AGT-0018,PROD-001,Motor,2025-01-25,2027-01-15,27738.31,24,active
POL-0341,CUST-0006,AGT-0018,PROD-003,Property,2024-08-14,2026-08-04,34373.67,24,active
POL-0342,CUST-0276,AGT-0018,PROD-002,Health,2026-01-19,2027-01-14,10251.49,12,lapsed
POL-0343,CUST-0109,AGT-0014,PROD-001,Motor,2025-07-17,2027-07-07,35686.97,24,active
POL-0344,CUST-0100,AGT-0004,PROD-002,Health,2025-12-12,2027-12-02,21039.4,24,active
POL-0345,CUST-0237,AGT-0018,PROD-002,Health,2024-07-07,2025-07-02,52569.39,12,lapsed
POL-0346,CUST-0298,AGT-0016,PROD-001,Motor,2025-08-01,2026-07-27,17275.44,12,active
POL-0347,CUST-0052,AGT-0010,PROD-003,Property,2025-05-25,2027-05-15,58634.21,24,active
POL-0348,CUST-0157,AGT-0019,PROD-001,Motor,2025-11-08,2028-10-23,25976.87,36,active
POL-0349,CUST-0087,AGT-0001,PROD-002,Health,2024-10-23,2027-10-08,50384.99,36,lapsed
POL-0350,CUST-0142,AGT-0012,PROD-003,Property,2025-09-15,2027-09-05,61292.94,24,lapsed
POL-0351,CUST-0229,AGT-0012,PROD-002,Health,2024-06-29,2027-06-14,53894.29,36,lapsed
POL-0352,CUST-0042,AGT-0009,PROD-003,Property,2025-01-12,2026-01-07,26425.06,12,lapsed
POL-0353,CUST-0039,AGT-0001,PROD-002,Health,2024-11-20,2026-11-10,23161.73,24,active
POL-0354,CUST-0019,AGT-0018,PROD-001,Motor,2024-10-07,2029-09-11,36460.41,60,active
POL-0355,CUST-0188,AGT-0013,PROD-003,Property,2024-11-15,2029-10-20,57504.03,60,active
POL-0356,CUST-0204,AGT-0012,PROD-002,Health,2024-09-29,2027-09-14,16694.06,36,active
POL-0357,CUST-0264,AGT-0005,PROD-001,Motor,2024-07-16,2026-07-06,39375.33,24,active
POL-0358,CUST-0248,AGT-0012,PROD-004,Life,2025-12-13,2027-12-03,65308.58,24,active
POL-0359,CUST-0190,AGT-0008,PROD-001,Motor,2025-10-13,2030-09-17,16574.75,60,active
POL-0360,CUST-0199,AGT-0016,PROD-001,Motor,2024-07-10,2026-06-30,27161.75,24,active
POL-0361,CUST-0053,AGT-0017,PROD-004,Life,2026-04-08,2027-04-03,98447.18,12,active
POL-0362,CUST-0188,AGT-0019,PROD-003,Property,2025-08-29,2027-08-19,39482.87,24,lapsed
POL-0363,CUST-0265,AGT-0013,PROD-001,Motor,2024-12-12,2027-11-27,21924.16,36,active
POL-0364,CUST-0257,AGT-0005,PROD-003,Property,2025-06-06,2030-05-11,66522.73,60,active
POL-0365,CUST-0109,AGT-0005,PROD-004,Life,2025-12-07,2027-11-27,26167.06,24,active
POL-0366,CUST-0118,AGT-0014,PROD-002,Health,2025-12-15,2028-11-29,40101.01,36,active
POL-0367,CUST-0108,AGT-0019,PROD-003,Property,2026-01-29,2031-01-03,58889.91,60,lapsed
POL-0368,CUST-0066,AGT-0019,PROD-002,Health,2024-08-01,2029-07-06,11122.3,60,active
POL-0369,CUST-0029,AGT-0006,PROD-002,Health,2026-01-08,2027-01-03,54539.88,12,active
POL-0370,CUST-0146,AGT-0003,PROD-003,Property,2025-11-22,2030-10-27,53958.24,60,active
POL-0371,CUST-0113,AGT-0014,PROD-002,Health,2025-02-20,2030-01-25,53365.12,60,active
POL-0372,CUST-0086,AGT-0011,PROD-002,Health,2024-10-06,2026-09-26,41160.59,24,active
POL-0373,CUST-0068,AGT-0004,PROD-004,Life,2024-09-22,2025-09-17,38385.1,12,renewed
POL-0374,CUST-0091,AGT-0016,PROD-001,Motor,2025-10-30,2030-10-04,38581.02,60,active
POL-0375,CUST-0067,AGT-0020,PROD-001,Motor,2024-11-27,2025-11-22,11448.03,12,lapsed
POL-0376,CUST-0023,AGT-0017,PROD-001,Motor,2024-06-30,2029-06-04,27315.64,60,active
POL-0377,CUST-0180,AGT-0019,PROD-004,Life,2025-10-03,2030-09-07,83164.45,60,lapsed
POL-0378,CUST-0043,AGT-0010,PROD-001,Motor,2025-03-16,2027-03-06,17417.17,24,active
POL-0379,CUST-0296,AGT-0017,PROD-004,Life,2025-09-04,2027-08-25,20437.56,24,active
POL-0380,CUST-0162,AGT-0014,PROD-001,Motor,2024-12-09,2025-12-04,21876.11,12,expired
POL-0381,CUST-0134,AGT-0018,PROD-003,Property,2026-02-05,2028-01-26,42694.65,24,active
POL-0382,CUST-0105,AGT-0014,PROD-004,Life,2024-10-24,2027-10-09,68950.45,36,lapsed
POL-0383,CUST-0130,AGT-0010,PROD-004,Life,2025-11-23,2028-11-07,64727.51,36,lapsed
POL-0384,CUST-0118,AGT-0015,PROD-003,Property,2024-06-02,2029-05-07,62825.86,60,active
POL-0385,CUST-0282,AGT-0020,PROD-002,Health,2026-02-12,2028-02-02,35417.18,24,active
POL-0386,CUST-0047,AGT-0005,PROD-001,Motor,2025-12-12,2030-11-16,43689.1,60,active
POL-0387,CUST-0114,AGT-0012,PROD-004,Life,2024-09-18,2029-08-23,27051.26,60,active
POL-0388,CUST-0267,AGT-0010,PROD-001,Motor,2024-09-09,2025-09-04,34806.3,12,renewed
POL-0389,CUST-0266,AGT-0010,PROD-001,Motor,2025-11-27,2030-11-01,24241.97,60,active
POL-0390,CUST-0185,AGT-0008,PROD-002,Health,2026-04-21,2028-04-10,40759.5,24,active
POL-0391,CUST-0181,AGT-0013,PROD-001,Motor,2025-12-15,2026-12-10,44882.23,12,lapsed
POL-0392,CUST-0047,AGT-0018,PROD-004,Life,2024-10-02,2026-09-22,61419.42,24,active
POL-0393,CUST-0116,AGT-0020,PROD-003,Property,2024-10-30,2027-10-15,37585.88,36,active
POL-0394,CUST-0090,AGT-0014,PROD-002,Health,2025-02-14,2030-01-19,38745.34,60,active
POL-0395,CUST-0060,AGT-0017,PROD-001,Motor,2024-10-30,2025-10-25,26617.26,12,renewed
POL-0396,CUST-0289,AGT-0016,PROD-003,Property,2024-11-21,2027-11-06,60122.47,36,lapsed
POL-0397,CUST-0247,AGT-0004,PROD-002,Health,2025-06-12,2030-05-17,44079.73,60,active
POL-0398,CUST-0118,AGT-0011,PROD-003,Property,2026-03-17,2031-02-19,56188.02,60,active
POL-0399,CUST-0128,AGT-0010,PROD-004,Life,2025-05-29,2026-05-24,76065.48,12,renewed
POL-0400,CUST-0244,AGT-0011,PROD-001,Motor,2025-04-12,2028-03-27,10813.07,36,active
POL-0401,CUST-0256,AGT-0007,PROD-003,Property,2025-10-14,2028-09-28,26880.99,36,active
POL-0402,CUST-0128,AGT-0020,PROD-002,Health,2025-09-20,2028-09-04,20338.93,36,active
POL-0403,CUST-0253,AGT-0020,PROD-003,Property,2025-12-17,2026-12-12,22792.1,12,active
POL-0404,CUST-0162,AGT-0016,PROD-001,Motor,2024-11-17,2025-11-12,39376.39,12,renewed
POL-0405,CUST-0204,AGT-0008,PROD-003,Property,2025-01-08,2026-12-29,78985.65,24,active
POL-0406,CUST-0258,AGT-0012,PROD-002,Health,2026-03-31,2031-03-05,33916.0,60,active
POL-0407,CUST-0266,AGT-0015,PROD-004,Life,2024-06-22,2026-06-12,56575.68,24,active
POL-0408,CUST-0195,AGT-0019,PROD-003,Property,2024-06-19,2025-06-14,15768.3,12,expired
POL-0409,CUST-0096,AGT-0018,PROD-001,Motor,2025-06-26,2028-06-10,30672.79,36,active
POL-0410,CUST-0188,AGT-0006,PROD-003,Property,2025-09-25,2028-09-09,45637.45,36,active
POL-0411,CUST-0187,AGT-0013,PROD-004,Life,2025-03-17,2027-03-07,53527.44,24,active
POL-0412,CUST-0052,AGT-0009,PROD-003,Property,2025-02-18,2027-02-08,52141.63,24,active
POL-0413,CUST-0075,AGT-0005,PROD-002,Health,2024-11-03,2029-10-08,52815.44,60,active
POL-0414,CUST-0265,AGT-0018,PROD-004,Life,2026-05-16,2028-05-05,53721.65,24,active
POL-0415,CUST-0204,AGT-0004,PROD-003,Property,2025-01-12,2027-12-28,31313.31,36,active
POL-0416,CUST-0050,AGT-0015,PROD-002,Health,2026-03-25,2028-03-14,50690.9,24,lapsed
POL-0417,CUST-0177,AGT-0001,PROD-003,Property,2025-09-01,2028-08-16,38419.93,36,active
POL-0418,CUST-0296,AGT-0019,PROD-004,Life,2026-01-21,2029-01-05,89389.49,36,active
POL-0419,CUST-0229,AGT-0003,PROD-002,Health,2025-08-07,2028-07-22,26254.51,36,lapsed
POL-0420,CUST-0086,AGT-0011,PROD-004,Life,2024-09-04,2027-08-20,57100.17,36,active
POL-0421,CUST-0041,AGT-0006,PROD-004,Life,2024-08-17,2029-07-22,87912.06,60,active
POL-0422,CUST-0137,AGT-0020,PROD-003,Property,2025-10-04,2028-09-18,35597.09,36,active
POL-0423,CUST-0267,AGT-0015,PROD-004,Life,2025-08-21,2030-07-26,82477.92,60,active
POL-0424,CUST-0121,AGT-0009,PROD-004,Life,2025-12-05,2027-11-25,88336.95,24,active
POL-0425,CUST-0033,AGT-0016,PROD-001,Motor,2025-10-22,2027-10-12,22690.69,24,active
POL-0426,CUST-0054,AGT-0009,PROD-001,Motor,2026-04-29,2031-04-03,27387.36,60,active
POL-0427,CUST-0146,AGT-0015,PROD-002,Health,2026-02-28,2031-02-02,25468.53,60,active
POL-0428,CUST-0167,AGT-0016,PROD-002,Health,2026-01-11,2028-01-01,11428.56,24,active
POL-0429,CUST-0277,AGT-0006,PROD-004,Life,2024-11-18,2027-11-03,63883.62,36,active
POL-0430,CUST-0178,AGT-0016,PROD-004,Life,2024-08-17,2029-07-22,61876.78,60,active
POL-0431,CUST-0134,AGT-0005,PROD-002,Health,2026-02-23,2031-01-28,25393.41,60,lapsed
POL-0432,CUST-0177,AGT-0010,PROD-003,Property,2026-05-15,2027-05-10,49015.56,12,active
POL-0433,CUST-0245,AGT-0010,PROD-004,Life,2024-11-24,2025-11-19,75021.6,12,renewed
POL-0434,CUST-0281,AGT-0012,PROD-001,Motor,2025-03-11,2028-02-24,30089.14,36,active
POL-0435,CUST-0200,AGT-0013,PROD-002,Health,2025-03-30,2030-03-04,29737.6,60,active
POL-0436,CUST-0265,AGT-0020,PROD-002,Health,2025-08-29,2026-08-24,31111.97,12,active
POL-0437,CUST-0094,AGT-0005,PROD-003,Property,2025-08-07,2028-07-22,41838.75,36,active
POL-0438,CUST-0252,AGT-0007,PROD-003,Property,2026-02-01,2031-01-06,55152.41,60,active
POL-0439,CUST-0096,AGT-0004,PROD-003,Property,2026-05-06,2028-04-25,18226.08,24,active
POL-0440,CUST-0120,AGT-0003,PROD-003,Property,2025-08-23,2027-08-13,61487.74,24,active
POL-0441,CUST-0160,AGT-0016,PROD-002,Health,2026-05-10,2031-04-14,20859.4,60,lapsed
POL-0442,CUST-0029,AGT-0009,PROD-003,Property,2025-02-05,2026-01-31,36466.16,12,expired
POL-0443,CUST-0196,AGT-0001,PROD-004,Life,2026-03-13,2031-02-15,34528.3,60,active
POL-0444,CUST-0127,AGT-0002,PROD-001,Motor,2025-09-13,2030-08-18,36535.34,60,lapsed
POL-0445,CUST-0243,AGT-0013,PROD-002,Health,2025-02-08,2026-02-03,36056.96,12,expired
POL-0446,CUST-0282,AGT-0017,PROD-003,Property,2025-06-29,2027-06-19,55895.68,24,active
POL-0447,CUST-0185,AGT-0002,PROD-001,Motor,2025-09-08,2030-08-13,31625.24,60,active
POL-0448,CUST-0008,AGT-0006,PROD-002,Health,2026-01-30,2028-01-20,41645.45,24,active
POL-0449,CUST-0005,AGT-0002,PROD-003,Property,2024-10-04,2025-09-29,40727.54,12,expired
POL-0450,CUST-0128,AGT-0006,PROD-004,Life,2024-06-20,2026-06-10,49711.89,24,active
POL-0451,CUST-0031,AGT-0012,PROD-004,Life,2026-02-21,2029-02-05,94467.9,36,active
POL-0452,CUST-0163,AGT-0018,PROD-002,Health,2024-06-06,2025-06-01,16291.37,12,expired
POL-0453,CUST-0184,AGT-0005,PROD-003,Property,2025-03-02,2027-02-20,16387.93,24,lapsed
POL-0454,CUST-0278,AGT-0016,PROD-003,Property,2026-04-15,2031-03-20,60930.69,60,active
POL-0455,CUST-0240,AGT-0009,PROD-002,Health,2024-10-22,2026-10-12,37181.03,24,active
POL-0456,CUST-0278,AGT-0012,PROD-002,Health,2026-03-16,2028-03-05,32469.21,24,active
POL-0457,CUST-0187,AGT-0020,PROD-004,Life,2026-05-25,2031-04-29,78692.62,60,active
POL-0458,CUST-0098,AGT-0017,PROD-002,Health,2025-07-01,2026-06-26,42914.47,12,lapsed
POL-0459,CUST-0210,AGT-0011,PROD-004,Life,2024-11-07,2026-10-28,69043.14,24,active
POL-0460,CUST-0092,AGT-0002,PROD-001,Motor,2026-02-16,2027-02-11,9619.76,12,active
POL-0461,CUST-0293,AGT-0013,PROD-002,Health,2026-02-05,2031-01-10,19580.83,60,active
POL-0462,CUST-0037,AGT-0001,PROD-004,Life,2024-12-03,2027-11-18,23926.85,36,active
POL-0463,CUST-0240,AGT-0002,PROD-002,Health,2024-07-23,2029-06-27,56420.19,60,active
POL-0464,CUST-0137,AGT-0017,PROD-003,Property,2024-10-31,2029-10-05,68431.72,60,active
POL-0465,CUST-0266,AGT-0004,PROD-001,Motor,2026-03-14,2029-02-26,10883.61,36,active
POL-0466,CUST-0292,AGT-0006,PROD-001,Motor,2025-10-01,2030-09-05,15010.04,60,active
POL-0467,CUST-0054,AGT-0006,PROD-004,Life,2026-02-06,2029-01-21,73959.41,36,lapsed
POL-0468,CUST-0274,AGT-0020,PROD-002,Health,2024-11-08,2029-10-13,35234.64,60,active
POL-0469,CUST-0191,AGT-0014,PROD-004,Life,2025-05-30,2028-05-14,64006.51,36,active
POL-0470,CUST-0193,AGT-0018,PROD-004,Life,2025-06-28,2027-06-18,65051.58,24,active
POL-0471,CUST-0001,AGT-0002,PROD-003,Property,2025-05-22,2030-04-26,44087.49,60,lapsed
POL-0472,CUST-0004,AGT-0010,PROD-003,Property,2024-09-22,2025-09-17,48644.61,12,renewed
POL-0473,CUST-0284,AGT-0017,PROD-002,Health,2025-10-18,2028-10-02,11085.07,36,active
POL-0474,CUST-0071,AGT-0009,PROD-002,Health,2026-02-18,2027-02-13,33018.49,12,active
POL-0475,CUST-0048,AGT-0019,PROD-003,Property,2024-10-06,2026-09-26,30144.62,24,active
POL-0476,CUST-0248,AGT-0006,PROD-004,Life,2024-10-20,2026-10-10,78741.28,24,active
POL-0477,CUST-0020,AGT-0019,PROD-004,Life,2024-06-18,2025-06-13,67618.5,12,renewed
POL-0478,CUST-0179,AGT-0014,PROD-004,Life,2026-03-06,2027-03-01,93749.72,12,active
POL-0479,CUST-0196,AGT-0002,PROD-004,Life,2026-01-22,2028-01-12,79814.29,24,active
POL-0480,CUST-0077,AGT-0011,PROD-003,Property,2024-12-05,2025-11-30,35755.58,12,lapsed
POL-0481,CUST-0229,AGT-0020,PROD-002,Health,2025-12-20,2026-12-15,43681.76,12,lapsed
POL-0482,CUST-0076,AGT-0005,PROD-001,Motor,2025-10-10,2030-09-14,18721.97,60,lapsed
POL-0483,CUST-0281,AGT-0013,PROD-003,Property,2026-03-02,2031-02-04,52143.64,60,active
POL-0484,CUST-0070,AGT-0016,PROD-003,Property,2026-02-27,2031-02-01,47618.5,60,active
POL-0485,CUST-0288,AGT-0020,PROD-002,Health,2025-01-11,2029-12-16,42612.42,60,active
POL-0486,CUST-0166,AGT-0019,PROD-002,Health,2025-09-19,2026-09-14,23312.85,12,lapsed
POL-0487,CUST-0098,AGT-0011,PROD-001,Motor,2026-01-30,2031-01-04,23671.0,60,active
POL-0488,CUST-0180,AGT-0020,PROD-003,Property,2024-09-24,2025-09-19,65029.28,12,expired
POL-0489,CUST-0103,AGT-0012,PROD-004,Life,2024-08-25,2026-08-15,55237.07,24,active
POL-0490,CUST-0076,AGT-0010,PROD-002,Health,2026-02-27,2027-02-22,46979.08,12,active
POL-0491,CUST-0012,AGT-0011,PROD-001,Motor,2025-06-08,2026-06-03,19289.37,12,lapsed
POL-0492,CUST-0281,AGT-0016,PROD-002,Health,2024-11-21,2026-11-11,20190.07,24,active
POL-0493,CUST-0270,AGT-0002,PROD-002,Health,2024-06-13,2025-06-08,28830.33,12,lapsed
POL-0494,CUST-0028,AGT-0015,PROD-003,Property,2025-12-02,2026-11-27,33460.88,12,active
POL-0495,CUST-0056,AGT-0001,PROD-001,Motor,2026-03-18,2031-02-20,32433.79,60,active
POL-0496,CUST-0261,AGT-0004,PROD-003,Property,2024-07-30,2029-07-04,30025.96,60,lapsed
POL-0497,CUST-0235,AGT-0018,PROD-003,Property,2025-01-14,2026-01-09,27117.13,12,lapsed
POL-0498,CUST-0171,AGT-0016,PROD-001,Motor,2026-04-15,2028-04-04,42123.99,24,active
POL-0499,CUST-0182,AGT-0010,PROD-004,Life,2025-12-16,2026-12-11,47742.39,12,active
POL-0500,CUST-0199,AGT-0001,PROD-002,Health,2024-12-28,2027-12-13,50594.64,36,active
